lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01015906,11.768447837150127,49.46236559139785,0.141,0.321,0.633,23.08333333333333
E01015907,13.470790378006873,49.89648033126294,0.14400000000000002,0.5,0.85,23.00089847259659
E01015908,26.07099143206855,50.71384233395407,0.032,0.348,0.52,38.388625592417064
E01015909,21.556122448979593,50.999355254674406,0.033,-0.03,0.889,32.81884646628757
E01015910,29.15549597855228,49.90046449900464,0.04,0.006999999999999999,0.441,33.278955954323
E01015911,27.321981424148607,51.301684532924966,0.051,-0.334,0.374,33.71868978805395
E01015912,30.738522954091817,53.77421509686039,0.049,-0.35100000000000003,0.368,29.802955665024644
E01015913,28.41854934601665,50.356718192627824,0.079,-0.052000000000000005,0.494,31.73352435530085
E01015914,31.50074294205052,49.67032967032968,0.043,0.107,0.261,31.446540880503143
E01015915,32.14535290006988,51.16279069767442,0.066,1.132,0.146,23.495934959349594
E01015916,14.848883048620234,52.89093298291722,0.26,0.7509999999999999,0.362,15.128449096098953
E01015917,16.331360946745562,52.65038713519953,0.252,1.051,0.5379999999999999,13.285024154589374
E01015918,19.793103448275858,53.558844256518675,0.111,0.75,0.486,16.910420475319928
E01015919,21.977186311787076,51.028179741051034,0.114,-0.35600000000000004,0.009000000000000001,19.09892262487757
E01015920,39.17662682602922,53.026315789473685,0.091,0.31,0.036000000000000004,22.162576687116562
E01015921,11.902834008097164,48.46938775510204,0.108,1.318,0.439,21.583514099783077
E01015922,21.37254901960784,51.38339920948617,0.155,0.758,0.16399999999999998,9.539748953974897
E01015923,15.252074026802811,50.91946734305643,0.13,0.65,0.28,13.559322033898303
E01015924,17.274472168905948,50.999355254674406,0.14400000000000002,1.0659999999999998,0.26,11.457455770850885
E01015925,25.71428571428571,50.287539936102235,0.085,0.87,0.246,15.141955835962145
E01015926,24.345047923322678,50.032786885245905,0.105,0.49,0.389,14.378029079159935
E01015927,13.909774436090224,52.12708669897685,0.154,0.5529999999999999,0.219,15.678919729932485
E01015928,18.757062146892657,49.742415569547795,0.126,0.585,-0.07200000000000001,12.948061448427213
E01015929,19.635890767230173,52.495009980039924,0.195,0.772,0.031,11.262798634812286
E01015930,14.499169894853349,48.69614512471656,0.123,0.503,-0.136,13.481481481481481
E01015931,10.022438294689604,47.05438066465257,0.26,1.19,0.374,13.888888888888893
E01015932,18.40978593272171,50.34700315457414,0.22,1.612,-0.247,12.889983579638752
E01015933,28.002569043031468,53.90070921985816,0.131,0.19,-0.27,10.465116279069766
E01015934,14.78968792401628,51.871657754010684,0.166,1.014,-0.105,12.386156648451733
E01015935,19.98766193707588,49.750623441396506,0.17600000000000002,0.777,-0.197,12.600321027287322
E01015936,29.147196261682247,52.504419563936345,0.16,0.861,-0.5489999999999999,9.530791788856305
E01015937,33.728179551122196,49.96938150642988,0.116,-0.013,-0.628,14.366595895258314
E01015938,18.907563025210084,53.397027600849256,0.211,0.626,-0.6709999999999999,11.442786069651742
E01015939,8.968609865470851,49.68030690537085,0.044,0.028,0.41,26.92307692307693
E01015941,7.280219780219781,50.138121546961315,0.042,-0.659,0.229,30.791229742612014
E01015942,11.914641375222287,50.093341630367135,0.07,0.616,-0.115,23.659574468085108
E01015943,31.92520775623269,49.52893674293404,0.085,0.5770000000000001,-0.008,15.68
E01015944,37.25490196078432,52.093397745571664,0.044,-0.271,-0.494,15.24621212121212
E01015945,32.13389121338912,51.40032948929159,0.102,0.171,-0.6559999999999999,12.5
E01015946,29.32723709993468,50.71614583333334,0.081,-0.247,-0.7909999999999999,17.726550079491258
E01015947,12.167832167832167,50.56818181818182,0.139,0.016,-0.468,12.418906394810008
E01015948,17.71986970684039,50.52015604681405,0.123,0.198,-0.087,14.451827242524915
E01015949,13.349084465445953,52.18934911242604,0.086,0.838,-0.557,13.790446841294301
E01015950,25.90011614401859,51.273148148148145,0.07400000000000001,0.196,-0.465,14.917127071823206
E01015951,9.40766550522648,49.19690660321238,0.095,0.6609999999999999,0.31,19.013524264120928
E01015952,6.379072969251951,48.850855745721276,0.119,1.042,-0.556,22.09072978303748
E01015953,8.226691042047532,45.7732949087416,0.099,1.103,0.14300000000000002,25.223613595706617
E01015954,8.26271186440678,50.21949078138718,0.149,1.002,-0.004,18.433451118963486
E01015955,11.98013656114215,50.064516129032256,0.07400000000000001,0.208,-0.385,21.36474411047929
E01015956,13.513513513513516,50.80135988343856,0.122,0.888,0.447,18.16557474687314
E01015957,23.9344262295082,50.617283950617285,0.141,0.304,-0.509,11.278195488721805
E01015958,19.570222563315426,48.517110266159705,0.138,0.7879999999999999,-0.15,13.59315589353612
E01015959,17.983490566037734,49.37012597480504,0.14,1.195,0.319,18.904726181545385
E01015960,26.909600560616678,49.93197278911565,0.053,0.8740000000000001,0.293,23.71900826446281
E01015961,17.205692108667527,49.334221038615176,0.07400000000000001,0.5720000000000001,-0.091,20.53200332502078
E01015962,11.441914769410394,50.21122510561256,0.126,1.209,-0.19,19.28
E01015963,18.887015177065766,51.555929352396966,0.202,-0.097,-0.066,12.823397075365579
E01015964,26.07855763039279,51.125401929260455,0.08,0.004,0.034,20.15625
E01015965,34.044065387348965,50.069156293222676,0.062,0.503,-0.573,15.052888527257931
E01015966,32.663316582914575,49.36708860759494,0.079,0.469,-0.359,15.4770848985725
E01015967,18.47755367599219,50.459921156373184,0.066,0.728,-0.39,17.857142857142858
E01015968,22.648335745296674,51.645940014630575,0.091,0.7829999999999999,0.01,20.54195804195804
E01015969,25.21343198634035,51.69833045480714,0.071,0.999,-0.218,16.573033707865168
E01015970,18.82530120481928,48.30699774266365,0.065,0.182,0.034,22.832369942196532
E01015971,22.305084745762716,51.473612063056876,0.132,0.591,0.06,17.130801687763714
E01015972,21.116225546605293,49.17840375586854,0.122,0.625,-0.21,15.040352164343359
E01015973,15.688367129135539,51.25142207053471,0.16,0.484,-0.61,12.73983115886416
E01015974,20.544022906227628,52.498240675580575,0.068,-0.209,-0.556,22.557726465364127
E01015975,19.473007712082268,50.67350865939705,0.12,0.4370000000000001,-0.603,17.718446601941746
E01015976,15.892557358701731,50.25295109612141,0.196,1.278,0.134,10.636758321273515
E01015977,26.47856755290288,52.38605898123324,0.064,1.091,-0.613,22.518321119253827
E01015978,27.97847809377402,50.27322404371585,0.058,0.223,0.217,21.686746987951807
E01015979,16.415662650602407,50.7647487254188,0.041,0.252,-0.465,23.85321100917432
E01015980,28.7732819524727,50.814536340852136,0.058,0.115,-0.779,25.36510376633359
E01015982,5.190311418685121,49.29851909586906,0.046,-0.126,-0.207,35.22915516289343
E01015983,33.239831697054704,49.89690721649485,0.096,-0.546,-0.379,12.872083668543846
E01015984,27.194357366771158,50.990853658536594,0.066,-0.078,-0.29600000000000004,15.514018691588786
E01015985,43.57501794687725,53.165467625899275,0.117,-0.031,-0.527,10.980720871751883
E01015986,21.31367292225201,52.72606382978723,0.174,0.28800000000000003,-0.181,10.705182667799491
E01015987,23.40425531914893,52.901484480431854,0.166,0.454,-0.578,11.558219178082194
E01015988,27.240896358543417,57.24043715846994,0.183,0.418,-0.47,8.006962576153178
E01015989,16.083916083916083,49.90403071017274,0.093,0.328,0.08199999999999999,15.810593900481539
E01015990,23.28859060402685,50.831669993346644,0.122,0.092,-0.359,11.111111111111107
E01015991,27.96852646638055,50.66666666666667,0.066,-0.465,-0.048,16.934801016088063
E01015992,19.264069264069267,49.788135593220346,0.102,0.845,0.111,17.38553417385534
E01015993,26.57035175879397,51.747815230961294,0.107,0.495,-0.108,13.256704980842912
E01015994,30.55374592833876,53.08483290488432,0.132,0.584,-0.313,12.653061224489793
E01015995,28.119293974437003,49.97007779772593,0.052000000000000005,0.201,-0.343,21.296296296296298
E01015996,23.747680890538035,49.846719803801356,0.13,0.109,-0.126,11.764705882352938
E01015997,26.63755458515284,51.547876169906395,0.062,-0.132,-0.413,14.70335339638865
E01015998,26.01626016260163,51.50187734668336,0.069,-0.682,-0.379,13.060278207109738
E01015999,21.547360809833695,48.37779379956741,0.059,-0.62,-0.588,16.069788797061523
E01016000,25.12178148921364,51.272984441301276,0.08,0.005,-0.055,16.680923866552607
E01016001,25.414781297134237,51.66543301258327,0.07400000000000001,-0.093,-0.458,15.921787709497206
E01016002,26.77916360968452,50.73099415204678,0.05,-0.134,-0.493,17.410323709536307
E01016003,14.6,51.37334689725329,0.122,0.6970000000000001,-0.5920000000000001,15.89876703439325
E01016004,18.380614657210398,54.33212996389893,0.198,1.253,0.03,11.951219512195122
E01016005,12.81725888324873,50.83547557840618,0.151,0.674,-0.487,13.077593722755012
E01016006,11.262798634812286,52.715466351829996,0.248,1.5319999999999998,-0.605,10.531053105310534
E01016007,16.802721088435373,49.630624580255216,0.202,2.069,-0.011,8.003518029903255
E01016008,12.010276172125886,49.80314960629922,0.116,0.142,-0.166,18.19742489270386
E01016009,15.095465393794749,52.13825424721734,0.187,1.39,0.113,11.222910216718269
E01016010,14.941740918437285,51.47563486616335,0.224,1.868,0.16,10.275927687916267
E01016011,7.56923076923077,48.050231328486454,0.1,0.5479999999999999,-0.122,19.69823973176865
E01016012,8.265630519251149,48.7067250298448,0.118,0.531,-0.157,20.267379679144387
E01016013,5.546288573811508,48.728428701180746,0.084,0.535,-0.485,25.65597667638484
E01016014,5.524657026325547,51.71462357114702,0.136,0.693,-0.48,24.312184166198765
E01016015,13.132461625923819,48.628137769994154,0.098,0.7859999999999999,0.6829999999999999,18.618618618618623
E01016016,14.06940063091483,50.03287310979618,0.19,1.007,0.598,18.233851185609158
E01016017,12.400245549416821,48.477157360406096,0.251,1.873,1.344,22.884473877851356
E01016018,7.935034802784222,49.345417925478344,0.155,0.757,0.563,18.20708825573315
E01016019,8.002065049044916,49.732047159699896,0.181,1.432,0.858,16.666666666666664
E01016020,14.881889763779526,52.41157556270096,0.18600000000000005,0.638,0.28600000000000003,19.75051975051975
E01016021,18.471760797342192,48.13359528487229,0.132,0.851,0.276,18.12244897959184
E01016022,11.744266851980546,52.067274001401536,0.158,0.6859999999999999,0.349,20.87813620071684
E01016023,11.761331038439472,51.83867141162515,0.277,1.003,0.215,9.32642487046632
E01016024,9.462789551503203,49.89785495403474,0.198,1.605,0.447,16.411682892906814
E01016025,29.36507936507937,53.144266337854496,0.208,1.034,0.258,17.12962962962963
E01016026,17.11435149654643,49.92050874403815,0.052000000000000005,-1.165,-0.29600000000000004,20.997920997921
E01016027,27.8815196394076,50.785340314136135,0.064,0.355,-0.084,24.857839155158405
E01016028,33.845029239766085,51.952837140751654,0.081,-0.109,-0.272,22.58064516129032
E01016029,20.238984316654214,51.03448275862069,0.103,-0.067,-0.306,17.533718689788053
E01016030,13.872832369942195,53.146853146853154,0.165,0.611,0.013,15.557163531114329
E01016031,15.203073545554336,48.630136986301366,0.219,1.753,0.65,16.374269005847953
E01016032,9.249817916970136,51.65912518853696,0.261,1.442,0.39,9.77198697068404
E01016033,16.680851063829788,51.004366812227076,0.256,1.257,0.6779999999999999,12.543153049482164
E01016034,13.178883402962398,47.50778816199377,0.105,0.591,0.189,21.51835093011564
E01016035,9.940891993551851,50.483351235230934,0.168,1.308,0.868,17.914625612316307
E01016036,8.795040681906238,49.204406364749076,0.085,0.223,0.29,12.535344015080113
E01016037,9.838895281933256,50.84844938560562,0.119,0.935,0.363,17.509157509157507
E01016038,16.421725239616613,49.27248677248677,0.132,1.022,0.515,16.57940663176265
E01016039,11.574074074074074,47.84431137724551,0.136,1.344,0.685,15.648854961832065
E01016040,15.777525539160044,50.11337868480725,0.196,1.3030000000000002,0.328,17.046289493019838
E01016041,11.934156378600823,47.59036144578313,0.16,2.032,0.74,19.685628742514968
E01016042,11.488250652741515,48.675496688741724,0.183,1.158,0.126,15.489130434782608
E01016043,20.59030217849613,50.847457627118644,0.156,0.96,0.332,14.172535211267604
E01016044,13.835376532399296,49.76525821596244,0.123,1.491,0.584,20.029895366218238
E01016045,11.830488522660387,48.139255702280906,0.132,2.0340000000000003,0.93,21.118012422360245
E01016046,15.217391304347828,50.45811518324608,0.154,0.955,0.79,19.0
E01016047,14.34130072262368,48.98550724637681,0.127,0.975,0.42,20.96896290688872
E01016048,13.726602382302893,48.911124190700406,0.127,0.485,0.16,20.47546012269939
E01016049,11.530612244897961,47.970863683662856,0.214,1.385,0.8590000000000001,18.766578249336874
E01016050,27.845884413309985,50.58892815076561,0.047,0.284,-0.049,25.67375886524823
E01016051,20.60643564356436,49.906191369606,0.047,-0.229,-0.199,30.361445783132528
E01016052,32.547169811320764,51.662707838479825,0.047,-0.085,-0.441,28.815977175463622
E01016053,40.26632847178186,53.35917312661499,0.069,-0.5710000000000001,-0.256,24.49438202247191
E01016054,27.40484429065744,50.20352781546812,0.041,-0.08,0.228,27.081649151172194
E01016055,26.878980891719745,50.0,0.12,0.383,0.212,11.662726556343578
E01016056,14.60055096418733,51.4018691588785,0.077,-0.053,-0.135,18.97482014388489
E01016057,15.997706422018346,50.0,0.07400000000000001,-0.298,-0.303,16.69195751138088
E01016058,21.710086840347362,51.188051595383556,0.067,0.7440000000000001,-0.098,21.339950372208435
E01016059,18.39080459770115,51.711309523809526,0.156,-0.41,-0.057,12.684365781710913
E01016060,28.99002493765586,50.90230242688239,0.063,0.069,-0.23,19.12202380952381
E01016061,10.152284263959393,47.020648967551615,0.197,1.153,0.8140000000000001,15.870570107858242
E01016062,15.123251165889409,50.83056478405315,0.211,1.7990000000000002,0.466,13.001745200698082
E01016063,15.829887773183696,48.009797917942436,0.264,1.87,0.898,11.61137440758294
E01016064,17.29957805907173,48.21200510855682,0.2,1.318,0.961,15.601659751037346
E01016065,27.703180212014125,50.99290780141844,0.117,0.227,-0.097,13.529411764705882
E01016066,20.02635046113307,52.95302013422819,0.206,1.045,-0.008,13.383838383838384
E01016067,20.17220172201722,51.76908752327747,0.158,0.247,0.073,11.95065535851966
E01016068,15.852923447860155,52.501506931886674,0.219,0.752,-0.179,10.598705501618124
E01016069,10.103626943005182,46.906077348066304,0.268,1.207,1.189,17.916970138383103
E01016070,31.815458358298386,50.298329355608594,0.139,0.564,-0.413,14.727011494252872
E01016071,21.398176291793312,50.97087378640778,0.16399999999999998,-0.591,-0.434,12.401883830455258
E01016072,22.641509433962263,50.847457627118644,0.129,0.249,0.199,16.429249762583098
E01016073,26.921145153189354,51.359367276322295,0.057,-0.804,-0.532,24.291742013261
E01016074,39.07637655417407,51.65876777251185,0.142,-0.605,-0.255,13.986486486486484
E01016075,29.10602910602911,51.98606271777003,0.112,-0.026,-0.2,12.776831345826235
E01016076,19.40133037694013,50.54031587697423,0.098,0.214,0.019,19.356540084388186
E01016077,26.2876254180602,52.766531713900136,0.14300000000000002,0.041,-0.053,12.13872832369942
E01016078,6.019417475728155,50.29663810151616,0.069,0.392,-0.108,20.94017094017094
E01016079,16.703458425312732,49.889135254988915,0.063,-0.39,-0.08199999999999999,20.093023255813954
E01016080,15.704088254380274,50.89226701916722,0.081,-0.061,0.251,18.75
E01016081,9.046751669702491,51.334574798261954,0.058,-0.556,-0.124,22.454090150250416
E01016082,17.82608695652174,50.409577819785746,0.075,-0.28600000000000003,0.403,19.451170298627925
E01016083,19.970304380103933,53.07346326836581,0.25,0.467,-0.231,11.453320500481233
E01016084,11.803278688524589,52.10803689064558,0.149,0.092,0.046,13.047445255474456
E01016085,38.337468982630284,51.57894736842106,0.05,-1.225,-0.188,22.840409956076137
E01016086,30.286599535244,53.69230769230769,0.048,-0.34700000000000003,0.033,27.297794117647058
E01016087,26.16609783845279,50.62462819750149,0.073,0.438,0.757,22.88196958725561
E01016088,24.39516129032258,51.2549537648613,0.121,-0.051,0.121,20.2970297029703
E01016089,29.212043561819343,51.39240506329114,0.078,0.14400000000000002,0.519,23.195084485407065
E01016090,30.286857905270185,51.10367892976589,0.057,-0.838,-0.012,17.836965294592414
E01016091,35.78528827037773,50.726552179656544,0.064,-1.144,-0.14,24.355971896955506
E01016092,28.117048346055974,50.86928525434643,0.053,-1.09,-0.029,17.688130333591932
E01016093,37.363344051446944,50.25839793281654,0.054000000000000006,0.636,0.429,22.619954303122626
E01016094,26.538987688098498,51.717032967032964,0.07,-0.622,0.229,18.589211618257266
E01016095,17.177914110429448,52.8779739063699,0.07200000000000001,-0.6659999999999999,-0.094,23.847695390781563
E01016096,36.55839668279198,52.657342657342646,0.063,-0.374,0.211,17.128874388254488
E01016097,21.222296843519143,51.17403314917128,0.14400000000000002,0.185,0.043,15.557476231633535
E01016098,23.05475504322766,55.515239477503634,0.14800000000000002,0.061,0.264,15.343443354148082
E01016099,19.815668202764982,51.57273918741808,0.065,-0.477,0.09,15.469146238377009
E01016100,24.95036399735275,53.685583822570116,0.142,-0.171,0.104,17.44
E01016101,17.394224311618537,50.88435374149661,0.06,-0.478,0.06,19.42257217847769
E01016102,23.29234972677596,52.45674740484429,0.187,0.173,0.015,13.88653683319221
E01016103,21.193415637860085,50.274348422496566,0.058,0.071,-0.25,23.193277310924373
E01016104,16.338028169014088,51.61064425770309,0.054000000000000006,-0.924,-0.249,23.193577163247102
E01016105,33.712660028449505,50.7768361581921,0.055,-0.425,0.172,21.16357504215852
E01016106,28.054607508532424,50.82758620689654,0.066,-0.47,-0.21600000000000005,17.349607672188316
E01016107,17.960526315789473,48.28700711053653,0.066,-0.444,0.14300000000000002,23.510204081632647
E01016110,11.886875828546176,51.061776061776065,0.14,1.426,1.244,28.133262823902697
E01016111,16.17757712565839,46.94533762057878,0.408,1.914,0.946,16.248746238716148
E01016112,10.857142857142858,47.91008078679312,0.042,-1.168,-0.373,36.5
E01016113,22.773623385452076,50.40376850605653,0.098,0.568,0.239,22.58333333333333
E01016114,13.071065989847716,51.51515151515152,0.155,0.843,0.318,27.450980392156865
E01016115,16.761510605276772,51.80041152263375,0.132,0.213,0.105,16.46174863387978
E01016116,23.197831978319783,52.29257641921397,0.135,0.268,0.209,15.107415107415106
E01016117,13.036303630363035,50.39682539682539,0.21600000000000005,0.999,0.812,23.459383753501395
E01016118,16.066323613493427,50.89029293509478,0.08199999999999999,0.728,0.5489999999999999,26.375176304654442
E01016119,28.54343566296539,51.05124835742444,0.077,0.025,0.212,24.86100079428118
E01016120,26.878612716763005,50.436681222707435,0.157,-0.369,-0.266,12.677304964539008
E01016121,32.88201160541586,51.85667752442997,0.07,0.06,0.473,15.694006309148266
E01016122,31.012250161186326,51.73315892740354,0.066,0.831,0.279,23.197492163009404
E01016123,24.1751269035533,50.952986022871656,0.078,-0.124,0.042,17.537022603273574
E01016124,26.588235294117645,51.183431952662716,0.084,0.034,-0.036000000000000004,22.415039768618946
E01016125,15.919540229885053,49.9149177538287,0.105,-0.048,-0.006,20.91503267973856
E01016126,19.94082840236686,51.50798344175045,0.063,0.068,0.046,24.52830188679245
E01016127,22.990777338603426,50.75707702435813,0.108,-0.034,0.239,19.37046004842615
E01016128,26.219908913467798,36.89555125725339,0.125,0.315,0.086,11.239669421487603
E01016129,11.4598903836572,47.24532224532225,0.13,0.406,0.104,30.949284785435637
E01016130,21.83967112024666,46.90639873083026,0.092,1.602,1.011,40.049597024178546
E01016131,24.868957483983692,52.33429394812679,0.069,0.22,-0.094,38.9747191011236
E01016132,20.974450386215093,49.93909866017053,0.049,-0.241,0.073,34.74001507159005
E01016133,32.06442166910688,50.583090379008745,0.039,-0.267,0.175,22.87917737789203
E01016134,20.055710306406684,50.87473757872639,0.11,0.32299999999999995,0.15,23.022222222222233
E01016135,21.98952879581152,52.28161668839635,0.124,0.5579999999999999,0.516,16.761594792514238
E01016136,17.327365728900258,50.797702616464576,0.191,1.119,1.1,17.264386989157632
E01016137,12.459441920830631,50.48293625241468,0.14300000000000002,0.253,0.152,16.003316749585405
E01016138,29.476405946994184,52.443857331572,0.056,-0.222,-0.043,20.42755344418052
E01016139,21.50211992731678,51.21806298276886,0.078,0.229,0.14300000000000002,20.884146341463413
E01016140,16.502115655853313,48.56341976173791,0.168,1.217,0.885,20.085470085470085
E01016141,14.625850340136054,49.55542382928275,0.114,0.718,0.52,20.322085889570552
E01016142,21.428571428571427,47.68263943440692,0.059,0.941,0.08800000000000001,19.298245614035086
E01016143,14.357053682896378,51.0230179028133,0.093,1.168,-0.284,22.62773722627737
E01016144,27.43484224965707,49.001331557922775,0.066,-0.366,0.006999999999999999,20.308692120227455
E01016145,18.632607062359128,50.59435364041605,0.055,-0.573,-0.23,20.251937984496127
E01016146,22.040243331773514,51.31253095591877,0.132,1.21,-0.075,17.92803970223325
E01016147,26.70184696569921,51.513569937369525,0.06,-0.6940000000000001,-0.259,19.910371318822023
E01016148,21.491658488714428,49.49186991869919,0.069,-0.085,0.38,20.96263457884737
E01016149,22.930800542740847,50.383275261324044,0.118,-0.141,-0.329,16.189624329159212
E01016150,13.613550815558344,51.46417445482865,0.17,0.584,0.118,13.755274261603374
E01016151,20.097739767868052,52.071737786023505,0.105,0.705,0.174,15.296803652968034
E01016152,24.884182660489746,50.202156334231816,0.194,0.12,0.029,14.155629139072847
E01016153,18.918918918918923,52.82623866015352,0.219,0.503,0.589,11.493212669683258
E01016154,14.945978391356544,49.937733499377345,0.16699999999999998,0.883,1.155,11.91791633780584
E01016155,23.35483870967742,52.22150676110754,0.18600000000000005,1.154,0.276,9.554655870445343
E01016156,11.574074074074074,51.04353011329755,0.1,0.07200000000000001,0.095,15.329626687847496
E01016157,16.311353495290035,52.50255362614913,0.098,0.036000000000000004,0.003,16.244314489928524
E01016158,16.96942844483828,51.84321045263649,0.112,0.682,-0.149,16.17910447761194
E01016159,15.954415954415953,53.87400434467777,0.227,1.001,0.947,10.473313192346426
E01016160,23.858214042263125,52.30664857530529,0.221,0.374,0.337,9.121338912133893
E01016161,26.517571884984022,54.244977316915104,0.239,0.514,0.125,8.38607594936709
E01016162,20.689655172413797,50.12150668286756,0.083,-0.521,0.733,15.874233128834355
E01016163,21.69117647058824,51.61532682193839,0.152,-0.063,0.036000000000000004,15.37019681349578
E01016164,25.01667778519013,52.70903010033445,0.16,-0.006,-0.093,9.991673605328893
E01016165,28.213166144200624,51.0,0.128,-0.08,0.7170000000000001,14.488636363636365
E01016166,28.42673869007428,50.206896551724135,0.09,-0.285,0.13,16.359060402684566
E01016167,25.777470628887357,50.28011204481793,0.109,-0.383,0.126,16.003460207612463
E01016168,28.86923562855338,51.28534704370181,0.16,0.474,0.09,17.244094488188978
E01016169,22.17063261752757,50.02925687536572,0.058,0.123,0.238,21.240199572344977
E01016170,18.37237977805179,51.128737034777295,0.083,-0.109,0.056,14.105594956658788
E01016171,21.760694358338498,52.59822560202788,0.173,0.16699999999999998,-0.092,11.865793780687394
E01016172,28.83008356545961,50.06906077348065,0.055,-0.5539999999999999,0.182,23.00587741393787
E01016173,21.329113924050628,51.069182389937104,0.193,0.206,-0.085,16.372391653290528
E01016174,20.21505376344086,49.214285714285715,0.133,0.898,0.645,25.45141874462597
E01016175,26.436781609195403,50.21739130434783,0.076,-0.084,0.222,23.70517928286853
E01016176,22.0532319391635,50.557377049180324,0.048,-0.7190000000000001,0.159,26.889419252187746
E01016177,17.496807151979567,51.818761965539245,0.128,0.6,0.418,14.496314496314495
E01016178,20.182291666666664,51.17647058823529,0.097,0.5770000000000001,-0.024,21.01265822784811
E01016179,22.351233671988393,49.746560463432296,0.073,0.534,0.141,25.04440497335701
E01016180,20.871862615587848,50.900600400266846,0.048,-1.03,-1.372,32.67857142857143
E01016181,24.946846208362864,57.250859106529205,0.021,-0.506,-0.918,34.17391304347826
E01016182,21.277997364953887,51.97368421052632,0.034,-0.91,-1.467,37.88135593220339
E01016183,19.10728269381363,51.368256450351836,0.033,-1.155,-1.198,35.53299492385786
E01016184,14.611671785870998,50.96863468634685,0.034,-1.033,-1.285,38.60058309037901
E01016185,16.167664670658677,50.7267441860465,0.04,-1.34,-1.714,38.55526544821584
E01016186,23.051771117166208,49.80821917808219,0.044,-0.3,-1.148,33.764465622872706
E01016187,20.772946859903378,50.67237163814181,0.032,-1.3219999999999998,-1.471,48.76733436055471
E01016188,10.650887573964498,50.71258907363421,0.034,-1.425,-1.547,40.40000000000001
E01016190,23.963730569948183,50.0651890482399,0.07,0.09,-1.022,32.38172920065253
E01016191,23.574821852731592,50.48192771084338,0.085,-0.212,-1.167,25.34142640364189
E01016192,24.78753541076487,49.714285714285715,0.07,-0.034,-0.861,26.20320855614973
E01016193,12.47987117552335,51.62866449511401,0.033,-0.645,-1.04,25.12462612163509
E01016194,34.36507936507937,50.999200639488414,0.029,-0.426,-0.8420000000000001,36.38095238095238
E01016195,11.293103448275865,51.05448154657293,0.055,-0.16,-0.897,29.909706546275395
E01016196,6.277533039647577,36.69871794871795,0.017,-0.921,-1.69,41.459781529294936
E01016197,21.68141592920354,50.92524056254625,0.091,-0.6970000000000001,-1.28,23.08411214953271
E01016198,23.692810457516337,52.51857968620975,0.033,-0.501,-0.7809999999999999,24.1
E01016199,17.25521669341894,49.51690821256039,0.033,-1.012,-1.328,33.20079522862823
E01016200,8.111988513998561,50.555144337527764,0.046,-0.312,-1.367,31.86504217432052
E01016201,9.024211298606016,50.07440476190477,0.056,-1.065,-1.4409999999999998,30.29197080291971
E01016202,6.831275720164609,48.78253568429891,0.039,-0.483,-1.384,36.027263875365136
E01016203,17.647058823529417,54.38596491228071,0.129,-0.124,-1.222,20.114942528735632
E01016204,12.673753066230583,51.237623762376245,0.087,0.076,-1.287,22.49742002063984
E01016205,14.381520119225039,50.489826676714394,0.084,0.006999999999999999,-1.231,24.419684308263694
E01016206,32.493150684931514,51.31358300726664,0.033,-1.125,-1.614,45.10204081632654
E01016207,13.29073482428115,46.9095640858816,0.177,0.3720000000000001,-1.329,29.46127946127946
E01016208,24.94802494802495,51.53087701089777,0.044,-0.978,-1.217,39.89930774071743
E01016209,23.56515867656989,50.70422535211267,0.091,-1.097,-1.359,22.40067624683009
E01016210,15.347334410339256,51.633986928104584,0.113,0.411,-1.345,18.803418803418804
E01016212,13.972809667673713,49.961568024596474,0.102,-0.327,-1.425,19.22685656154629
E01016213,17.454858125537402,51.181102362204726,0.065,-0.464,-0.848,24.94600431965443
E01016214,27.91388270230141,51.2372634643377,0.039,-1.16,-1.16,32.66199649737303
E01016215,13.43167701863354,51.15537848605578,0.102,-0.255,-1.317,20.72263549415516
E01016216,21.21212121212121,51.23456790123457,0.086,-0.726,-1.212,23.546511627906977
E01016217,15.507246376811596,50.356125356125354,0.076,-0.134,-1.337,26.785714285714285
E01016218,21.491228070175442,49.6,0.113,0.207,-1.521,22.103386809269168
E01016219,26.138032305433182,50.55928411633109,0.047,-0.642,-1.0590000000000002,31.484794275491947
E01016220,12.713068181818182,50.25380710659898,0.079,-0.358,-1.31,27.40247383444339
E01016221,17.00787401574803,50.949367088607595,0.06,-0.74,-1.374,24.378585086042065
E01016222,14.683153013910356,50.43341213553979,0.03,-0.799,-1.155,41.63424124513619
E01016223,13.658201784488675,49.163179916317986,0.11,0.4920000000000001,-0.607,25.97402597402597
E01016224,15.313852813852813,50.98039215686275,0.11,0.265,-0.5589999999999999,24.98095963442498
E01016225,14.816433566433568,50.55452865064694,0.062,0.301,-1.274,28.40023966446973
E01016226,22.94721407624633,49.30198383541514,0.11,-0.06,-0.85,23.330365093499555
E01016227,20.421511627906977,50.37313432835821,0.044,-0.723,-1.4240000000000002,37.25296442687747
E01016228,27.284345047923328,50.746268656716424,0.041,-0.701,-1.194,34.335443037974684
E01016229,25.60137457044673,51.989839119390346,0.036000000000000004,-1.075,-1.334,35.662148070907186
E01016230,12.02843083652269,43.95543175487465,0.019,-0.99,-1.69,34.23284502698535
E01016231,14.352090862157974,48.996832101372746,0.108,0.443,-1.198,24.596774193548388
E01016232,21.488764044943817,51.276595744680854,0.059,0.07400000000000001,-0.954,23.89226759339705
E01016233,11.421319796954315,51.01863892501084,0.139,0.246,-0.947,24.333522404991488
