lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01000177,15.681685196021064,51.47420147420148,0.04,0.258,0.63,58.732498157700824
E01000178,18.9873417721519,51.92629815745393,0.065,0.313,0.471,50.780141843971634
E01000179,11.492816989381636,51.17719950433705,0.05,0.037000000000000005,0.7809999999999999,59.82142857142857
E01000180,21.033210332103323,54.82265090230243,0.094,-0.185,0.8740000000000001,47.058823529411754
E01000181,15.496911847276811,50.6136762127411,0.045,0.18,1.134,60.31406138472519
E01000182,17.480136208853573,49.73388527498522,0.049,-0.058,1.09,61.28581411600279
E01000183,24.31712191872085,53.360488798370675,0.053,-0.064,0.825,57.969798657718115
E01000184,15.662650602409641,50.99009900990099,0.192,0.711,0.691,28.746465598491987
E01000185,12.733333333333333,51.90048375950242,0.17800000000000002,-0.053,0.664,32.26643598615917
E01000186,22.38354506957048,52.2332506203474,0.034,-0.29,0.584,41.55290102389079
E01000187,22.526817640047675,50.512975256487614,0.076,-0.393,0.125,33.79366368805849
E01000188,24.853990914990266,49.678249678249685,0.047,0.711,0.945,41.195476575121155
E01000189,8.456973293768547,54.906284454244755,0.177,-0.331,0.532,25.308641975308642
E01000190,23.50030921459493,52.311589613679544,0.066,0.28,0.431,40.19933554817276
E01000191,27.030625832223702,51.08196721311475,0.057,-0.16399999999999998,0.7879999999999999,43.47826086956522
E01000192,21.36125654450262,50.64864864864865,0.078,0.487,1.317,38.393464942137506
E01000193,19.024122807017545,50.61439438267993,0.095,0.603,1.247,39.104915627292726
E01000194,16.72473867595819,49.573170731707314,0.079,0.913,1.429,34.548215641609715
E01000195,13.658536585365855,51.90156599552572,0.16,0.369,0.597,24.161073825503358
E01000196,19.78260869565217,51.942286348501675,0.086,-0.757,0.5720000000000001,47.96238244514107
E01000197,15.193223928004233,50.38251366120218,0.063,-0.016,0.979,48.39786381842456
E01000198,17.794486215538843,50.2905441098785,0.053,0.1,0.652,48.389355742296935
E01000199,30.74572127139364,53.3704390847248,0.048,-0.362,0.687,50.657385924207276
E01000200,29.88929889298893,52.14092140921411,0.069,0.108,0.847,47.756410256410255
E01000201,25.990903183885642,51.66557805355977,0.042,0.547,1.33,47.47967479674797
E01000202,19.403824521934762,51.57053112507138,0.045,0.04,1.006,53.97973950795948
E01000203,17.697107203630175,51.629802095459844,0.091,0.165,1.018,39.86636971046771
E01000204,21.370499419279906,51.5625,0.059,0.5760000000000001,1.074,53.03135888501743
E01000205,21.81467181467181,52.759526938239155,0.041,0.349,0.863,56.55172413793104
E01000206,27.021943573667716,54.06091370558375,0.019,0.337,0.804,50.88
E01000207,23.81562099871959,51.92672141503475,0.036000000000000004,-0.375,0.735,55.617977528089895
E01000208,22.670025188916874,51.50564617314931,0.022,0.6759999999999999,1.189,58.378799688230714
E01000209,37.45173745173745,55.15035188739604,0.035,-0.003,0.948,61.81254841208366
E01000210,18.5137732222934,53.9405684754522,0.037000000000000005,0.54,1.147,61.14432109308283
E01000211,15.598491988689913,53.32671300893745,0.091,-0.206,1.37,45.36928487690504
E01000212,23.12456985547144,54.271708683473385,0.051,0.177,0.8240000000000001,62.74165202108964
E01000213,20.80394922425952,54.03337969401946,0.016,-0.56,0.7659999999999999,57.23809523809525
E01000214,17.001180637544273,50.57125676488275,0.042,0.703,1.2990000000000002,67.12230215827338
E01000215,17.986641221374047,51.4018691588785,0.07400000000000001,-0.193,1.128,40.9344490934449
E01000216,16.608652411735456,53.40447154471545,0.053,0.335,1.226,49.13614374568071
E01000217,15.112359550561798,49.27536231884058,0.066,0.459,1.187,39.74047039740471
E01000218,12.906666666666665,50.33003300330034,0.079,0.023,1.3769999999999998,43.19754035357417
E01000219,11.39240506329114,50.39370078740157,0.092,0.424,1.414,35.810810810810814
E01000220,19.167523124357658,50.98877605558525,0.08900000000000001,-0.16899999999999998,0.985,38.92757660167131
E01000221,12.200598802395211,52.31839258114372,0.202,1.121,1.339,25.836820083682014
E01000222,15.375153751537516,50.18963337547409,0.131,1.206,1.247,30.67993366500829
E01000223,15.210843373493974,52.2921522921523,0.174,0.82,1.4,27.01612903225807
E01000224,16.83107274969174,48.300192431045545,0.119,0.113,0.903,35.00410846343468
E01000225,17.920353982300888,51.576576576576564,0.053,0.211,1.257,37.804878048780495
E01000226,15.096418732782366,50.341296928327644,0.147,0.25,0.513,23.672230652503792
E01000227,20.6163655685441,52.04962243797196,0.071,0.019,0.6459999999999999,35.72423398328691
E01000228,17.287234042553195,50.77650236326806,0.07,0.7090000000000001,0.312,41.23048668503214
E01000229,13.588235294117649,51.169766046790635,0.126,0.439,0.8,28.59387274155538
E01000230,27.32331663884252,52.60504201680673,0.063,0.049,0.74,35.017543859649116
E01000231,14.308768154922,51.757706868577614,0.068,0.327,0.698,37.32950466618809
E01000232,23.011664899257692,50.46271094175285,0.1,0.136,0.818,40.518417462482944
E01000233,16.648106904231632,50.85305448541553,0.061,0.271,0.765,42.10903873744621
E01000234,18.344907407407412,53.43915343915343,0.065,0.277,0.871,47.3919523099851
E01000235,12.377096587622905,52.13270142180096,0.14,0.66,0.958,32.62578616352201
E01000236,15.404564315352696,51.88172043010753,0.057,0.294,1.197,40.76005961251863
E01000237,12.735849056603776,49.509322865554466,0.045,0.631,1.211,45.66128067025733
E01000238,11.758743030917385,50.22924095771778,0.079,0.5379999999999999,0.847,40.653873489694384
E01000239,10.862944162436547,51.11675126903553,0.085,0.341,1.023,44.61538461538462
E01000240,18.181818181818183,50.29940119760479,0.081,0.847,1.007,37.93357933579336
E01000241,17.16833890746934,50.860091743119256,0.048,0.407,0.936,46.411149825783966
E01000242,26.607142857142854,52.113526570048315,0.097,0.872,0.969,39.67889908256881
E01000243,17.576075550891918,48.673036093418254,0.065,0.8909999999999999,1.222,44.005021971123675
E01000244,17.18390804597701,50.439882697947205,0.051,0.481,1.304,39.87645847632121
E01000245,14.000972289742347,50.55499495459132,0.136,0.983,1.273,32.24984066284258
E01000246,28.01608579088472,52.495009980039924,0.057,0.412,0.469,45.4983922829582
E01000247,15.303119482048267,52.51330573625074,0.078,-0.115,0.18600000000000005,45.52129221732746
E01000248,20.949554896142434,50.27092113184829,0.048,0.8859999999999999,0.75,47.66214177978885
E01000249,24.315514993481088,52.13114754098361,0.054000000000000006,0.075,0.247,48.861788617886184
E01000250,18.049372723593688,52.016129032258064,0.086,0.335,0.6459999999999999,43.25374791782343
E01000251,20.89005235602094,50.97508125677139,0.134,0.306,0.29600000000000004,38.2842509603073
E01000252,21.245421245421245,52.8899937849596,0.105,0.35,0.535,41.50375939849624
E01000253,32.5748502994012,52.80898876404493,0.039,0.361,0.53,40.98124098124098
E01000254,26.76864244741874,53.71207230471271,0.035,0.509,0.462,49.63738920225624
E01000255,22.619851451721807,51.789331532748136,0.118,0.546,0.192,34.68013468013468
E01000256,19.209354120267264,52.06935123042506,0.053,0.916,0.467,46.07218683651805
E01000257,12.668743509865005,55.417789757412386,0.14400000000000002,0.472,0.46,31.40376266280753
E01000258,22.607655502392344,51.387213510253325,0.053,0.877,1.337,46.566037735849065
E01000259,15.99544072948328,52.3296110897189,0.068,0.643,0.688,42.573273720814704
E01000260,13.76008064516129,52.421796165489404,0.094,1.203,0.856,38.61256544502618
E01000261,29.5114006514658,51.78013741411618,0.043,-0.397,0.395,44.46215139442232
E01000262,15.190434012400356,51.46017699115043,0.058,-0.5,-0.106,39.424805272618336
E01000263,22.20812182741117,52.62492093611638,0.021,-0.116,1.248,51.53061224489796
E01000264,16.488730723606167,48.665048543689316,0.105,0.501,1.182,42.105263157894726
E01000265,15.939086294416244,53.24338349766477,0.104,-0.011,0.693,34.16107382550336
E01000266,25.412541254125408,51.015062213490495,0.042,0.758,0.314,43.05331179321485
E01000267,21.9240837696335,50.46052631578948,0.086,0.16399999999999998,0.369,39.678714859437754
E01000268,17.046085508051082,51.40885566417482,0.098,0.452,0.723,42.199856218547815
E01000269,23.071625344352622,51.64912280701755,0.065,0.402,0.247,36.915077989601386
E01000270,23.68596141051231,49.59514170040487,0.067,0.285,0.5479999999999999,45.79901153212521
E01000271,27.27272727272727,50.98706603131382,0.05,-0.183,0.63,41.89300411522635
E01000272,30.512249443207132,51.79104477611939,0.026,0.601,0.387,50.0
E01000273,26.627981947130884,54.01315789473684,0.09,0.467,0.637,42.63322884012539
E01000274,17.037037037037038,51.23523093447906,0.111,0.272,0.659,33.84188626907073
E01000275,26.341169379144066,54.30665852168601,0.07,-0.194,0.175,46.08127721335269
E01000276,20.46936114732725,52.105263157894726,0.021,-0.8340000000000001,0.239,50.426621160409574
E01000277,20.98108747044917,53.48837209302325,0.109,-0.139,0.35200000000000004,46.82299546142209
E01000278,21.28205128205128,50.26420079260237,0.029,-0.5589999999999999,0.318,52.617568766637106
E01000279,27.61707988980716,50.72463768115942,0.021,-0.145,0.108,47.70797962648557
E01000280,26.820475847152125,53.22230267921796,0.028,-0.317,0.197,50.617283950617285
E01000281,13.740458015267176,52.22222222222222,0.102,0.091,0.868,37.56558237145855
E01000282,22.081656124209317,50.96774193548386,0.053,0.264,0.7929999999999999,43.4654919236417
E01000283,25.03477051460361,51.748251748251754,0.028,0.075,0.198,52.60791366906474
E01000284,17.98270893371758,51.794258373205736,0.096,0.1,0.695,42.46176256372906
E01000285,20.343642611683848,53.76121463077986,0.116,0.146,0.247,30.336134453781508
E01000286,21.036585365853654,54.742202418841494,0.139,0.581,0.191,29.160063391442154
E01000287,19.641754169240276,53.744493392070474,0.14,0.654,0.168,24.62030375699441
E01000288,19.62915601023018,48.75717017208413,0.065,0.616,0.615,32.757201646090536
E01000289,14.262472885032535,53.935057787561924,0.208,1.162,0.16699999999999998,21.558245083207265
E01000290,27.784891165172855,52.85806037251125,0.125,0.7959999999999999,0.203,27.872670807453407
E01000291,16.9857936998147,51.74603174603176,0.204,0.958,0.265,20.46431642304385
E01000292,29.01023890784983,52.96523517382413,0.09,0.653,0.7490000000000001,40.45864045864046
E01000293,21.994134897360702,52.38095238095239,0.059,0.407,0.8,47.983014861995755
E01000294,28.90909090909091,53.595997498436525,0.111,-0.512,0.025,40.12158054711247
E01000295,16.98221457257602,52.21703617269546,0.059,0.276,0.991,51.85444366689993
E01000296,14.69248291571754,50.96660808435852,0.061,0.39,0.8,53.16191799861014
E01000297,14.122394082044384,50.418410041841,0.063,-0.151,0.895,43.168482816429176
E01000298,17.309753483386928,51.37969094922738,0.056,0.364,0.853,47.82890473104342
E01000299,15.772703133297929,51.851851851851855,0.07200000000000001,0.7020000000000001,1.188,43.59313077939235
E01000300,18.29865361077111,50.612745098039206,0.08199999999999999,-0.027000000000000003,0.586,48.99178491411501
E01000301,20.847121111846462,52.371669915529566,0.05,0.085,0.581,52.15918712955124
E01000302,15.944355270197963,52.127056154282464,0.098,0.18,0.8420000000000001,46.967654986522895
E01000303,17.775090689238212,52.45692405871091,0.046,-0.097,0.371,54.076539101497495
E01000304,15.003178639542275,50.57840616966581,0.064,0.207,0.375,53.905053598774884
E01000305,15.887290167865707,49.96982498491249,0.13699999999999998,0.5870000000000001,1.244,29.95562130177515
E01000306,13.694638694638696,48.58490566037736,0.07,0.545,1.443,32.170818505338076
E01000307,17.693715680292858,50.03021148036254,0.078,1.092,1.118,25.54799697656841
E01000308,16.818181818181817,52.63852242744064,0.206,1.86,1.271,21.44659377628259
E01000309,15.536572343833422,50.493962678375425,0.071,0.31,1.11,42.761394101876675
E01000310,17.778860204578663,50.024642681123716,0.071,0.5329999999999999,1.3869999999999998,37.34104046242774
E01000311,16.133004926108374,50.30637254901961,0.039,0.7809999999999999,1.342,44.2152466367713
E01000312,9.698403311649912,51.49521531100479,0.138,0.177,1.001,31.076923076923073
E01000313,12.729177579884755,48.70828848223896,0.09,1.129,1.362,32.715231788079464
E01000314,15.712033631108776,51.7426273458445,0.05,0.84,1.43,44.2495126705653
E01000315,14.491086831512366,52.011661807580175,0.192,0.78,0.83,22.486569455103606
E01000316,12.5,51.68685121107266,0.107,0.907,0.863,44.444444444444436
E01000317,20.8,50.216986980781144,0.07400000000000001,0.067,1.064,47.486871717929475
E01000318,20.54054054054054,50.8695652173913,0.062,0.789,1.098,37.7027027027027
E01000319,16.852459016393446,51.06666666666667,0.064,0.153,0.894,44.65937762825904
E01000320,24.448767833981837,51.38983050847458,0.067,-0.342,0.638,46.66117065127782
E01000321,15.864197530864196,50.39755351681957,0.112,0.22,0.965,46.5
E01000322,20.361990950226247,54.28072218986605,0.087,0.207,0.746,42.936288088642655
E01000323,17.399710004833253,48.890010090817356,0.102,0.948,1.187,41.53201675643327
E01000324,18.79084967320261,50.615901455767066,0.1,0.142,0.981,38.199858256555636
E01000325,23.38308457711443,51.30434782608696,0.045,-0.448,-0.196,21.191028615622585
E01000326,15.785498489425981,52.74131274131274,0.046,0.195,0.147,20.84148727984344
E01000327,28.411338167435733,51.26377187297473,0.058,0.251,0.545,20.790513833992094
E01000328,26.693227091633464,50.067567567567565,0.06,0.33,-0.243,19.306930693069308
E01000329,24.562737642585553,52.50759878419453,0.11,0.269,0.051,21.755368814192344
E01000330,29.41550190597205,53.75647668393783,0.101,0.036000000000000004,0.278,20.335110434120335
E01000331,22.70742358078603,49.509202453987726,0.157,0.096,0.08800000000000001,16.74565560821485
E01000332,26.55548428479795,53.69522563767168,0.1,0.731,-0.261,23.548130469371518
E01000333,22.78260869565217,53.84153661464586,0.16,0.636,-0.16699999999999998,17.430503380916605
E01000334,22.34499693063229,53.50713842333954,0.085,-0.35,-0.15,18.875192604006163
E01000335,12.750949538795442,52.787068004459314,0.15,0.506,-0.335,23.0411171450737
E01000336,13.1811105345096,51.696712619300115,0.16399999999999998,0.6759999999999999,-0.18,24.025513819985825
E01000337,13.722025912838633,52.02661826981247,0.118,0.35100000000000003,-0.303,21.69517884914463
E01000338,13.702460850111857,49.40034266133637,0.099,0.525,-0.28600000000000003,24.70588235294117
E01000339,24.721311475409838,51.9607843137255,0.098,-0.141,-0.363,19.93517017828201
E01000340,25.869993434011818,50.998668442077225,0.071,-0.299,0.103,19.15240423797881
E01000341,28.768926925608948,50.67114093959732,0.067,-0.612,-0.013,17.20430107526882
E01000342,19.963369963369967,52.163009404388724,0.052000000000000005,-0.2,-0.188,18.885448916408667
E01000343,21.12676056338028,51.00977198697069,0.062,-0.363,0.228,17.774086378737547
E01000344,22.529158993247396,51.8955873213176,0.051,-0.32299999999999995,-0.421,21.417445482866047
E01000345,21.068032187271395,51.73431734317343,0.051,-0.809,-0.29600000000000004,20.574606116774792
E01000346,20.38369304556355,50.67817509247842,0.052000000000000005,0.018000000000000002,0.165,18.23850350740452
E01000347,22.996057818659658,53.432032301480476,0.063,0.116,0.486,12.583892617449665
E01000348,25.050641458474,49.020931802835925,0.044,-0.8059999999999999,-0.015,24.704890387858352
E01000349,29.429797670141014,51.657625075346594,0.047,-0.466,-0.035,25.41106128550075
E01000350,21.476063829787236,50.499666888740826,0.055,-0.207,-0.195,20.0
E01000351,25.38604076590488,51.70239596469105,0.043,-0.8440000000000001,-0.369,18.577981651376145
E01000352,22.65090230242688,53.58730158730158,0.08800000000000001,0.131,0.155,17.679558011049718
E01000353,34.12042502951593,50.177935943060504,0.049,-0.589,0.025,21.011946591707662
E01000354,23.31329325317301,53.621262458471755,0.138,-0.461,-0.315,20.27914614121511
E01000355,33.12925170068027,51.29781420765027,0.075,-0.5539999999999999,0.013,18.477398889770022
E01000356,34.340836012861736,50.64683053040103,0.07200000000000001,-0.149,-0.207,18.931297709923662
E01000357,20.43539325842697,51.5442690459849,0.033,-0.584,-0.201,22.035398230088497
E01000358,27.267002518891694,51.7412935323383,0.06,-0.515,0.009000000000000001,20.46130952380952
E01000359,28.10047095761381,50.85937499999999,0.059,-0.573,-0.139,24.59173871277617
E01000360,19.695121951219512,50.60168471720819,0.114,0.589,-0.037000000000000005,26.75635276532137
E01000361,19.025974025974023,49.09090909090909,0.078,0.05,0.065,22.473726758286176
E01000362,29.16666666666667,53.036437246963565,0.075,0.453,0.191,24.368378158109213
E01000363,27.93493635077793,51.07564191533657,0.062,-0.087,0.258,25.373134328358212
E01000364,27.512562814070353,50.41217501585289,0.063,-0.2,0.106,24.328472755180353
E01000365,28.84049440847557,54.648390941597135,0.092,0.652,0.338,23.67849384503983
E01000366,19.8468410976388,52.30283911671925,0.07200000000000001,0.076,0.162,27.251552795031053
E01000367,21.68284789644013,53.07936507936508,0.166,0.952,0.256,14.468425259792163
E01000368,16.5710643722116,54.4509421702404,0.166,0.094,0.055,14.481576692373608
E01000369,22.25628448804414,50.741656365883806,0.1,0.221,-0.146,18.28528072837633
E01000370,30.0747198007472,50.594865372573565,0.07200000000000001,-0.816,-0.066,22.538461538461537
E01000371,22.36925015752993,52.36245954692557,0.056,-0.108,-0.183,20.757695343330703
E01000372,20.40114613180516,52.97619047619048,0.192,0.201,-0.205,17.542503863987633
E01000373,7.643758765778401,52.22363405336721,0.17,0.238,-0.215,18.26741996233521
E01000374,14.705882352941178,51.2720156555773,0.204,-0.049,0.333,13.729128014842301
E01000375,16.938110749185668,50.81300813008131,0.112,0.277,0.266,18.37979094076655
E01000376,19.490445859872608,52.56327060350422,0.071,0.37,-0.142,17.841971112999147
E01000377,26.799714896650034,50.63380281690141,0.081,0.097,-0.149,22.01680672268908
E01000378,18.23425022182786,50.11786892975012,0.125,0.306,0.251,20.969626168224305
E01000379,18.574766355140188,51.19047619047619,0.104,0.485,0.173,20.077821011673148
E01000380,23.15369261477046,53.47079037800689,0.118,-0.654,-0.282,15.653621981681932
E01000381,19.949968730456536,52.56570713391739,0.145,-0.147,-0.245,20.113085621970924
E01000382,27.116486314449396,50.98425196850393,0.047,-0.45,-0.14400000000000002,28.16787732041969
E01000383,29.216467463479415,51.8936877076412,0.099,0.7,-0.4370000000000001,22.302158273381295
E01000384,24.302788844621514,53.019744483159116,0.068,-0.098,-0.078,25.788367203924324
E01000385,14.959016393442626,53.10825294748124,0.163,0.141,-0.314,18.90909090909091
E01000386,21.8170185540627,55.86822237474263,0.194,0.241,0.312,15.775401069518715
E01000387,25.789813023855576,52.70358306188925,0.071,-0.304,-0.45,23.487261146496817
E01000388,33.112582781456965,51.53494448073153,0.064,0.889,0.197,18.764659890539484
E01000389,25.685339690107273,51.18253486961794,0.067,0.435,0.421,26.647356987690078
E01000390,29.944400317712468,51.3953488372093,0.05,0.379,0.341,20.930232558139533
E01000391,18.960425280567037,53.24751316559392,0.085,-0.027000000000000003,-0.122,16.84981684981685
E01000392,12.477286493034525,53.645200486026724,0.14300000000000002,0.355,0.197,20.206022187004766
E01000393,19.581749049429654,50.72738772928527,0.063,0.101,0.205,22.37547892720307
E01000394,28.044537230340985,52.400548696844986,0.071,0.086,-0.002,25.44229149115417
E01000395,23.055162659123052,50.42016806722689,0.059,-0.28600000000000003,-0.126,21.337849280270948
E01000396,22.054597701149426,50.7505360972123,0.057,-0.392,-0.026,22.183098591549296
E01000398,23.15921963499056,51.28205128205128,0.119,-0.117,-0.259,15.518606492478227
E01000399,27.57731958762887,52.63835263835264,0.065,0.073,-0.002,19.257540603248266
E01000400,22.887767969735183,51.26050420168067,0.08800000000000001,0.066,0.086,18.459069020866767
E01000401,23.660977045320774,53.43047965998786,0.14300000000000002,0.276,0.012,16.374714394516374
E01000402,19.897304236200252,51.62760416666666,0.122,0.156,-0.159,21.345514950166113
E01000403,23.018867924528305,54.22201138519925,0.142,1.304,0.179,20.982413583990297
E01000404,5.260888313928418,49.91047448522829,0.147,0.496,-0.261,27.41433021806853
E01000405,8.798882681564246,49.9290780141844,0.146,0.22,-0.21,22.92490118577075
E01000406,12.5,49.90903577926016,0.118,0.72,0.476,22.35772357723577
E01000407,33.19919517102616,51.75675675675675,0.107,0.091,-0.146,21.7735550277118
E01000408,11.764705882352938,50.61124694376528,0.128,-0.003,-0.022,20.789685737308627
E01000409,25.41743970315399,51.48574893875075,0.058,-0.5760000000000001,-0.152,17.28486646884273
E01000410,20.892746435213887,52.16836734693877,0.043,-0.235,-0.07,19.85759493670886
E01000411,23.61702127659575,53.21888412017167,0.068,-0.26,0.085,17.41424802110818
E01000412,18.451688009313155,51.31108462455304,0.061,-0.049,0.014,21.90332326283988
E01000413,18.918918918918923,50.960799385088386,0.064,0.384,0.31,17.00095510983763
E01000414,21.76749703440095,50.702576112412174,0.08,0.5920000000000001,0.353,21.30434782608696
E01000415,22.71505376344086,50.26702269692925,0.05,-0.313,0.084,21.35922330097087
E01000416,16.39030612244898,52.10084033613446,0.125,1.257,-0.012,26.447709593777013
E01000417,22.60024301336573,50.64063453325197,0.101,0.7090000000000001,0.068,23.78497790868925
E01000418,15.503875968992247,52.81362932369645,0.096,0.607,-0.374,25.520483546004034
E01000419,31.85595567867036,51.95071868583161,0.065,-0.302,-0.228,17.1900826446281
E01000420,26.244343891402718,51.12830431979369,0.077,0.028,-0.17,19.87577639751553
E01000421,32.23593964334705,52.564102564102576,0.064,-0.397,-0.013,18.846466287571086
E01000422,10.283073367995376,52.28455754771544,0.219,0.861,-0.019,25.020177562550444
E01000423,26.141826923076927,52.01465201465202,0.038,-0.633,0.327,27.08018154311649
E01000424,27.293844367015094,51.56526875369168,0.051,0.327,0.021,34.55284552845529
E01000425,29.965556831228472,52.3972602739726,0.045,-0.665,-0.446,23.430962343096233
E01000426,20.624631703005303,50.92537313432835,0.056,-0.12,-0.231,27.30627306273063
E01000427,31.21748178980229,55.90062111801242,0.08800000000000001,-0.292,-0.218,24.287484510532842
E01000428,28.020134228187924,56.164383561643845,0.121,-0.001,0.521,26.250812215724487
E01000429,8.083832335329339,49.664429530201346,0.205,0.905,-0.261,22.14765100671141
E01000430,11.921234699308142,50.67340067340067,0.101,0.268,-0.606,29.79214780600462
E01000431,10.308677926616193,51.67464114832536,0.195,0.8490000000000001,-0.142,20.131470829909613
E01000432,18.973747016706444,52.839210998206816,0.153,1.06,-0.355,17.188755020080322
E01000433,13.247422680412374,52.651933701657455,0.208,0.978,0.491,17.517136329017514
E01000434,13.172541743970315,55.17676767676768,0.204,0.18,-0.326,11.569506726457398
E01000435,20.99644128113879,52.41820768136557,0.14800000000000002,0.57,0.29600000000000004,16.40552995391705
E01000436,25.928143712574855,50.26706231454006,0.062,-0.68,-0.211,20.13129102844639
E01000437,20.54794520547945,53.25264750378215,0.077,0.081,-0.249,18.44106463878327
E01000438,16.47555823777912,49.843652282676665,0.079,0.16699999999999998,0.059,18.839427662957075
E01000439,15.010721944245887,50.219298245614034,0.138,0.6809999999999999,0.196,16.045845272206304
E01000440,27.31847591660676,51.59235668789809,0.055,-0.552,-0.15,17.38013698630137
E01000441,16.422466422466417,53.316645807259086,0.166,0.441,0.002,17.42671009771987
E01000442,25.432098765432094,52.26286422814631,0.097,-0.131,-0.369,16.13653995345229
E01000443,22.59083728278041,50.862068965517246,0.114,0.006999999999999999,-0.189,19.09892262487757
E01000444,29.3937538273117,51.00794135613928,0.052000000000000005,-0.4970000000000001,0.133,29.896142433234424
E01000445,32.53529772866789,49.72577696526509,0.044,-0.505,-0.336,23.473837209302324
E01000446,19.11392405063291,52.35368956743003,0.046,-0.339,-0.35200000000000004,21.035856573705185
E01000447,22.55541069100391,51.53094462540717,0.069,0.29100000000000004,0.32,29.80769230769231
E01000448,29.74588938714499,49.962546816479396,0.042,-0.688,-0.234,31.525735294117645
E01000449,33.13293253173013,51.83946488294314,0.045,0.444,0.258,33.70607028753994
E01000450,18.191780821917806,52.01965065502184,0.131,-0.156,-0.28800000000000003,19.24198250728863
E01000451,18.75725900116144,51.795173631547975,0.06,-0.097,-0.242,19.179104477611943
E01000452,15.507649513212796,50.70028011204482,0.055,-0.5760000000000001,-0.21600000000000005,19.33395004625347
E01000453,21.174863387978142,50.74728260869566,0.071,-0.099,-0.257,16.986062717770032
E01000454,24.68274111675127,52.92620865139949,0.117,0.431,0.085,17.890625
E01000455,20.094007050528788,52.25806451612904,0.056,-0.7859999999999999,-0.054000000000000006,21.333333333333336
E01000456,17.918676774638183,50.80588647512264,0.056,-0.698,-0.228,19.398907103825135
E01000457,23.32099418297197,55.860908581043184,0.053,0.108,0.14400000000000002,27.64175257731959
E01000458,32.68156424581006,52.87277701778386,0.041,-0.975,-0.192,33.171912832929785
E01000459,29.77752424415288,52.519264967397746,0.08900000000000001,-0.032,-0.015,27.718550106609808
E01000460,20.224719101123593,49.74131559497414,0.034,-0.645,-0.327,30.59964726631393
E01000461,23.71445856019359,50.481347773766544,0.053,-0.574,-0.236,25.346968590211834
E01000462,30.84395871281117,54.96043822276325,0.073,-0.54,-0.307,22.035087719298247
E01000463,21.040372670807454,51.51515151515152,0.045,-0.722,-0.401,24.825523429710866
E01000464,15.691672401927047,53.08385308385309,0.158,0.561,-0.35600000000000004,23.60475754803293
E01000465,17.462311557788944,49.6757457846952,0.2,0.502,-0.198,22.16708023159636
E01000466,12.960687960687961,50.271903323262855,0.157,0.5770000000000001,-0.306,27.121464226289515
E01000467,7.066508313539193,53.182374541003675,0.115,0.642,-0.026,31.717687074829932
E01000468,4.385063377869133,52.29526257803892,0.092,0.203,-0.353,35.139573070607554
E01000469,11.175785797438884,50.36275695284159,0.101,0.888,-0.026,30.916334661354586
E01000470,11.591072714182866,54.26195426195426,0.219,1.338,0.006999999999999999,21.680993314231138
E01000471,13.811821471652596,47.8021978021978,0.084,0.001,1.222,21.92513368983957
E01000472,10.49645390070922,47.17682020802378,0.073,0.779,1.151,39.087656529517005
E01000473,14.693088448525856,48.06160382368561,0.106,0.928,1.293,27.214786488209054
E01000474,11.99004975124378,48.52426213106554,0.08800000000000001,0.199,0.727,23.04761904761905
E01000475,13.418845584607794,49.544534412955464,0.084,0.255,0.785,29.521441889372287
E01000476,17.386231038506416,47.836835599505555,0.077,1.211,0.969,22.912047302291214
E01000477,10.50204918032787,47.02505219206681,0.08900000000000001,0.456,1.32,22.73342354533153
E01000478,16.26256652868126,49.05545399146862,0.08,1.072,1.609,24.962742175856928
E01000479,22.65060240963855,50.09041591320072,0.08,0.7959999999999999,0.888,40.32376747608536
E01000480,19.529006318207927,48.71355060034306,0.053,0.773,1.226,43.065187239944535
E01000481,14.53045685279188,49.544863459037714,0.139,0.293,1.25,38.361719383617185
E01000482,13.05545986910093,50.45045045045045,0.16399999999999998,0.509,1.2919999999999998,30.142006413192853
E01000483,11.738891936368622,49.97134670487106,0.16699999999999998,0.377,1.217,25.52204176334107
E01000484,14.659270998415213,51.62866449511401,0.231,0.1,0.843,25.588865096359743
E01000485,20.248538011695906,49.74545454545454,0.123,0.319,0.575,28.155339805825246
E01000486,19.15144372421921,47.41480611045829,0.075,0.129,0.662,40.0887573964497
E01000487,19.24290220820189,49.04761904761904,0.079,0.247,0.659,38.645161290322584
E01000488,11.35646687697161,50.8248730964467,0.092,0.672,1.109,37.795918367346935
E01000489,21.315789473684212,53.8899430740038,0.095,0.599,1.175,42.3195084485407
E01000490,9.500308451573103,52.17932752179328,0.119,1.064,1.379,55.86753059755221
E01000491,15.562248995983934,48.94789579158318,0.117,0.436,1.143,42.324699936828814
E01000492,20.456273764258555,51.25475285171103,0.075,0.494,1.278,41.053587647593105
E01000493,19.488428745432397,52.16860109957239,0.07,0.5479999999999999,0.961,42.84649776453055
E01000494,17.095483133218984,49.482163406214035,0.091,0.416,0.8909999999999999,49.16499665998664
E01000495,17.976115650534254,46.37865311308767,0.15,0.942,1.321,46.52827487473157
E01000497,16.405797101449274,51.30979498861048,0.118,0.115,1.176,28.41880341880341
E01000498,13.24582338902148,50.0,0.112,0.002,0.8140000000000001,20.721476510067113
E01000499,14.6482122260669,49.422632794457286,0.115,0.38,1.252,25.90266875981161
E01000501,14.125799573560768,51.81430096051228,0.183,0.382,0.813,25.818181818181817
E01000502,16.443189837685253,50.53840631730079,0.141,0.8320000000000001,1.203,26.974951830443157
